scrape_date,scrape_timestamp,category,sku,title,brand,price,mrp,vsp,availability,product_url,image_url,categories,rating,review_count
2026-02-07,2026-02-07 08:46:31,mobiles,242173,"Samsung Galaxy Z Fold7 5G Smartphone with Galaxy AI (Navy, 12GB RAM, 256GB Storage), Ultra Sleek Design with 200MP Camera, Powerful Snapdragon 8 Elite, Google Gemini",Samsung,174999,174999,174999,Available,https://www.vijaysales.com/p/P242173/242173/samsung-galaxy-z-fold7-12gb-ram-256gb-storage-blue-shadow,https://vsprod.vijaysales.com/media/catalog/product/i/n/in-galaxy-z-fold7-f966-sm-f966bdbgins-547543120.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,243451,"vivo V60 5G (12GB RAM, 256GB Storage) | Snapdragon 7 Gen 4 | 6500mAh Battery | IP68 & IP69 Rating | Mist Gray",Vivo,37999,45999,40999,Available,https://www.vijaysales.com/p/P243444/243451/vivo-v60-5g-12gb-ram-256gb-storage-mist-gray,https://vsprod.vijaysales.com/media/catalog/product/v/i/vivo_v60_grey_pdp_1__3.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,237310,"Samsung Galaxy S25 Ultra 5G (12GB RAM, 256GB Storage) Titanium Jetblack",Samsung,129999,129999,129999,Available,https://www.vijaysales.com/p/P237318/237310/samsung-galaxy-s25-ultra-5g-12gb-ram-256gb-storage-titanium-jetblack,https://vsprod.vijaysales.com/media/catalog/product/s/a/samsung-galaxy-s25-ultra-jetblack_1__1.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,247923,Samsung Galaxy A17 5G (8+256GB) 6.7 inch Super AMOLED Display | 50MP Triple Camera | 5000mAh Battery | Exynos 1330 Processor | IP54 Water-Dust Resistance | Android 15 One UI 7.0 | Blue,Samsung,23499,23499,23499,Available,https://www.vijaysales.com/p/P247916/247923/samsung-galaxy-a17-5g-blue-8gb-ram-256gb-storage-6x-os-upgrades-triple-cameras-gemini-with-hw-key-without-travel-adapter,https://vsprod.vijaysales.com/media/catalog/product/a/1/a17_blue_1__5.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,243452,"vivo V60 5G (12GB RAM, 256GB Storage) | Snapdragon 7 Gen 4 | 6500mAh Battery | IP68 & IP69 Rating | Moonlit Blue",Vivo,38499,45999,40999,Available,https://www.vijaysales.com/p/P243444/243452/vivo-v60-5g-12gb-ram-256gb-storage-moonlit-blue,https://vsprod.vijaysales.com/media/catalog/product/v/i/vivo_v60_pdp_blue_1__2.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,245040,Samsung Galaxy F17 5G (4GB RAM / 128GB Storage) 6x OS Upgrades | AMOLED Display | Corning Gorilla Glass Victus & IP54 (Violet Pop),Samsung,15499,16499,15499,Available,https://www.vijaysales.com/p/P245041/245040/samsung-galaxy-f17-5g-4gb-ram-128gb-storage-6x-os-upgrades-samoled-display-corning-gorilla-glass-victus-ip54-violet-pop,https://vsprod.vijaysales.com/media/catalog/product/f/1/f17_5g_blue_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,244810,"realme P4 5G (8GB RAM, 128GB Storage) | Dimensity 7400 Ultra | 7000mAh Battery | IP65 & IP66 Water and Dust Protection | Steel Grey",realme,19499,19499,19499,Unavailable,https://www.vijaysales.com/p/P244807/244810/realme-p4-5g-8gb-ram-128gb-storage-steel-grey,https://vsprod.vijaysales.com/media/catalog/product/s/t/steel_grey_14__1.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,244099,"Google Pixel 10 5G (12GB RAM, 256GB Storage) | Google Tensor G5 | 4835mAh Battery | Smarter with Google Gemini AI | Frost",Google,74999,79999,79999,Available,https://www.vijaysales.com/p/P244098/244099/google-pixel-10-12gb-ram-256gb-storage-frost,https://vsprod.vijaysales.com/media/catalog/product/p/1/p10_frost.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,249034,"OPPO Reno15 5G (8GB RAM, 256GB Storage) | Snapdragon 7 Gen 4 | 6500mAh Battery | IP69 Rated (Glacier White)",Oppo,45999,49999,45999,Available,https://www.vijaysales.com/p/P249033/249034/oppo-reno15-5g-8gb-ram-256gb-storage-glacier-white,https://vsprod.vijaysales.com/media/catalog/product/r/e/reno15_glacier_white_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,248398,"vivo X300 5G (12GB RAM, 256GB Storage) | Dimensity 9500 | 6040 mAh Battery | IP68/IP69 Rating | Summit Red",Vivo,75999,83999,75999,Available,https://www.vijaysales.com/p/P248396/248398/vivo-x300-5g-12gb-ram-256gb-storage-summit-red,https://vsprod.vijaysales.com/media/catalog/product/s/u/summit_red_1__2.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
