scrape_date,scrape_timestamp,category,product_id,brand,price,mrp,availability,product_url,image_url,rating,discount,main_category,sub_category,screen_size,resolution
2026-02-02,2026-02-02 10:51:36,television,231930,Sansui,8490,17990,Available,https://www.vijaysales.com/p/231930/sansui-led-jsy32nshdf,https://vsprod.vijaysales.com/media/catalog/product/2/3/231930-image.jpg,4,52.81,Television and Entertainment,HD,32,HD Ready
2026-02-02,2026-02-02 10:51:36,television,234496,Sansui,10590,20990,Available,https://www.vijaysales.com/p/234496/sansui-80-cm-32-inches-hd-smart-google-qled-tv-with-dolby-audio-jss32csqled,https://vsprod.vijaysales.com/media/catalog/product/2/3/234496_1_.jpg,5,49.55,Television and Entertainment,HD,32,QLED
2026-02-02,2026-02-02 10:51:36,television,239913,Sony,41800,63900,Available,https://www.vijaysales.com/p/P239913/239913/sony-bravia-2-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-43s25m2,https://vsprod.vijaysales.com/media/catalog/product/2/3/239913_1_.jpg,4,34.59,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239914,Sony,58990,91900,Available,https://www.vijaysales.com/p/P239913/239914/sony-bravia-2-139-cm-55-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-55s25m2,https://vsprod.vijaysales.com/media/catalog/product/2/3/239914_1_.jpg,4,35.81,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,238219,Sansui,10990,21490,Unavailable,https://www.vijaysales.com/p/238219/sansui-80-cm-32-inch-hd-led-google-tv-hdr-10-hlg-google-voice-assistant-dolby-audio-jswg32gshd,https://vsprod.vijaysales.com/media/catalog/product/2/3/238219_2_.jpg,4,48.86,Television and Entertainment,HD,32,4K UHD
2026-02-02,2026-02-02 10:51:36,television,242146,LG,13490,21490,Available,https://www.vijaysales.com/p/242146/lg-80cm-32-inch-hd-smart-tv-webos-23-a5-gen6-ai-processor-with-ai-brightness-hdr10-hlg-ai-sound-intelligent-voice-recognition-32lr570b6la,https://vsprod.vijaysales.com/media/catalog/product/2/4/242146_1.jpg,5,37.23,Television and Entertainment,HD,32,QLED
2026-02-02,2026-02-02 10:51:36,television,238220,Sansui,16990,34640,Available,https://www.vijaysales.com/p/238220/sansui-108-cm-43-inch-fhd-led-smart-tv-hdr-screen-sharing-arc-coax-dolby-audio-jswg43csfhd,https://vsprod.vijaysales.com/media/catalog/product/7/1/71kgo5nrnrl._sl1500_.jpg,4,50.95,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,237494,Sony,61990,91900,Available,https://www.vijaysales.com/p/P237494/237494/sony-bravia-3-108-cm-43-inch-4k-ultra-hd-led-google-tv-hdr10-hlg-dolby-vision-dolby-atmos-built-in-mic-k-43s30,https://vsprod.vijaysales.com/media/catalog/product/2/3/237494_1.jpg,5,32.55,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,231120,Sony,72800,118900,Available,https://www.vijaysales.com/p/P237494/231120/sony-ultra-hd-4k-tv-55-inch-139-cm-with-dolby-atmos-and-bass-reflex-speaker-k55s30-black,https://vsprod.vijaysales.com/media/catalog/product/2/3/231120-image.jpg,5,38.77,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240940,LG,67990,110590,Available,https://www.vijaysales.com/p/240940/lg-139cm-55-inch-4k-qned-miniled-tv-webos-25-a8-ai-processor-4k-gen2-dolby-vision-filmmaker-mode-dolby-atmos-hgig-allm-ai-sound-freesync-amd-google-cast-55qned8xa6a-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240940_1_.jpg,5,38.52,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,244115,Sansui,24990,43190,Available,https://www.vijaysales.com/p/244115/sansui-4k-qled-series-109cm-43-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw43ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/244115_1_.jpg,4,42.14,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243041,Sansui,35990,58490,Available,https://www.vijaysales.com/p/243041/sansui-140cm-55-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw55ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243041_1_.jpg,5,38.47,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,242131,Sony,37490,54900,Available,https://www.vijaysales.com/p/P242131/242131/sony-bravia-2m2-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-allm-chromecast-built-in-k-43s22bm2,https://vsprod.vijaysales.com/media/catalog/product/2/4/242131_1.jpg,4,31.71,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239480,TCL,20990,41390,Available,https://www.vijaysales.com/p/P239250/239480/tcl-s5k-series-108-cm-43-inch-fhd-qled-google-tv-hdr-10-hlg-dolby-audio-google-cast-43s5k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239480_1.jpg,5,49.29,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,243038,Sansui,19990,35990,Available,https://www.vijaysales.com/p/243038/sansui-2k-series-109cm-43-inch-full-hd-smart-led-tv-hdr10-hlg-noise-reduction-dolby-audio-screen-sharing-surround-sound-google-assistant-jsw43fhg5,https://vsprod.vijaysales.com/media/catalog/product/2/4/243038_1_.jpg,5,44.46,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,238476,LG,15490,20990,Available,https://www.vijaysales.com/p/238476/lg-80-cm-32-inch-hd-ai-smart-webos-led-tv-hdr10-pro-a5-gen6-ai-processor-2-0-channel-ai-sound-32lr605b6lc,https://vsprod.vijaysales.com/media/catalog/product/2/3/238476_1_.jpg,4,26.2,Television and Entertainment,HD,32,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239483,TCL,40990,98990,Available,https://www.vijaysales.com/p/P239483/239483/tcl-p8k-series-139cm-55-inch-4k-ultra-hd-qled-google-tv-onkyo-2-1-hi-fi-system-dolby-vision-hdr10-hlg-dolby-atmos-55p8k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239483_1.jpg,4,58.59,Television and Entertainment,4K Ultra HD,55,8K
2026-02-02,2026-02-02 10:51:36,television,239484,TCL,49990,107990,Available,https://www.vijaysales.com/p/P239484/239484/tcl-c6k-series-139-cm-55-inch-4k-ultra-hd-led-google-tv-dolby-vision-iq-hdr-10-onkyo-2-1-hi-fi-system-dolby-atmos-55c6k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239484_1.jpg,4,53.71,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239879,LG,32899,48790,Available,https://www.vijaysales.com/p/239879/lg-108-cm-43-inch-4k-ultra-hd-ai-ua75-smart-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-intelligent-voice-recognition-dolby-atmos-43ua83506la,https://vsprod.vijaysales.com/media/catalog/product/2/3/239879_1.jpg,4,32.57,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,246496,Sansui,31990,54990,Unavailable,https://www.vijaysales.com/p/246496/sansui-140cm-55-inch-4k-ultra-hd-led-smart-google-tv-hdr10-hlg-memc-dolby-audio-screen-sharing-google-assistant-jsw55ug23,https://vsprod.vijaysales.com/media/catalog/product/2/4/246496_1_.jpg,4,41.83,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,245150,Sansui,11990,22490,Available,https://www.vijaysales.com/p/245150/sansui-80cm-32-inch-hd-qled-smart-google-tv-hdr10-hlg-noise-reduction-inbuilt-soundbar-google-assistant-screen-sharing-jss32gsqled,https://vsprod.vijaysales.com/media/catalog/product/j/s/jss32gsqled_1.jpg,5,46.69,Television and Entertainment,HD,32,QLED
2026-02-02,2026-02-02 10:51:36,television,243039,Sansui,23690,40490,Available,https://www.vijaysales.com/p/243039/sansui-109cm-43-inch-4k-ultra-hd-smart-led-google-tv-hdr10-hlg-memc-dolby-audio-screen-sharing-google-assistant-jsw43ug23,https://vsprod.vijaysales.com/media/catalog/product/j/s/jsw43ug23-1n.jpg,4,41.49,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240201,Sony,39290,54900,Available,https://www.vijaysales.com/p/240201/sony-bravia-2m2-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-43s22m2,https://vsprod.vijaysales.com/media/catalog/product/2/4/240201_1.jpg,5,28.43,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240939,LG,102990,156690,Available,https://www.vijaysales.com/p/P240939/240939/lg-164cm-65-inch-4k-qned-miniled-tv-webos-25-a8-ai-processor-4k-gen2-dolby-vision-filmmaker-mode-dolby-atmos-hgig-allm-ai-sound-freesync-amd-google-cast-65qned8xa6a-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240938_1.jpg,5,34.27,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,246377,LG,39990,66290,Available,https://www.vijaysales.com/p/246377/lg-ua8200-series-139cm-55-inch-4k-ultra-hd-ai-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-ai-chatbot-google-cast-a7-ai-sound-pro-dolby-atmos-55ua82006la-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/246377_1_.jpg,4,39.67,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,245014,Xiaomi,28999,44999,Available,https://www.vijaysales.com/p/P245014/245014/xiaomi-x-pro-qled-series-108cm-43-inch-4k-ultra-hd-google-tv-dolby-vision-hdr-10-filmmaker-mode-xiaomi-sound-32gb-storage-google-cast-google-voice-assistant-l43mb-apin-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/245014_2_.jpg,5,35.56,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243040,Sansui,28990,51290,Unavailable,https://www.vijaysales.com/p/243040/sansui-4k-qled-series-127cm-50-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw50ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243040_1_.jpg,4,43.48,Television and Entertainment,4K Ultra HD,50,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243616,TCL,13990,22990,Available,https://www.vijaysales.com/p/243616/tcl-80-cm-32-inches-full-hd-qled-smart-google-tv-with-hdr10-dolby-audio-chromecast-built-in-voice-remote-32v5c,https://vsprod.vijaysales.com/media/catalog/product/2/4/243616_9_.jpg,5,39.15,Television and Entertainment,4K Ultra HD,32,Full HD
2026-02-02,2026-02-02 10:51:36,television,243549,Sansui,46990,74690,Unavailable,https://www.vijaysales.com/p/243549/sansui-4k-qled-series-165cm-65-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw65ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243549_1_.jpg,4,37.09,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240926,LG,46990,72790,Available,https://www.vijaysales.com/p/P240925/240926/lg-139cm-55-inch-4k-ultra-hd-ai-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-ai-chatbot-google-cast-a7-ai-sound-pro-dolby-atmos-55ua83506la-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240925_1_1.jpg,5,35.44,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,231930,Sansui,8490,17990,Available,https://www.vijaysales.com/p/231930/sansui-led-jsy32nshdf,https://vsprod.vijaysales.com/media/catalog/product/2/3/231930-image.jpg,5,52.81,Television and Entertainment,HD,32,HD Ready
2026-02-02,2026-02-02 10:51:36,television,234496,Sansui,10590,20990,Available,https://www.vijaysales.com/p/234496/sansui-80-cm-32-inches-hd-smart-google-qled-tv-with-dolby-audio-jss32csqled,https://vsprod.vijaysales.com/media/catalog/product/2/3/234496_1_.jpg,4,49.55,Television and Entertainment,HD,32,QLED
2026-02-02,2026-02-02 10:51:36,television,239913,Sony,41800,63900,Available,https://www.vijaysales.com/p/P239913/239913/sony-bravia-2-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-43s25m2,https://vsprod.vijaysales.com/media/catalog/product/2/3/239913_1_.jpg,4,34.59,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239914,Sony,58990,91900,Available,https://www.vijaysales.com/p/P239913/239914/sony-bravia-2-139-cm-55-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-55s25m2,https://vsprod.vijaysales.com/media/catalog/product/2/3/239914_1_.jpg,4,35.81,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,238219,Sansui,10990,21490,Unavailable,https://www.vijaysales.com/p/238219/sansui-80-cm-32-inch-hd-led-google-tv-hdr-10-hlg-google-voice-assistant-dolby-audio-jswg32gshd,https://vsprod.vijaysales.com/media/catalog/product/2/3/238219_2_.jpg,4,48.86,Television and Entertainment,HD,32,4K UHD
2026-02-02,2026-02-02 10:51:36,television,242146,LG,13490,21490,Available,https://www.vijaysales.com/p/242146/lg-80cm-32-inch-hd-smart-tv-webos-23-a5-gen6-ai-processor-with-ai-brightness-hdr10-hlg-ai-sound-intelligent-voice-recognition-32lr570b6la,https://vsprod.vijaysales.com/media/catalog/product/2/4/242146_1.jpg,5,37.23,Television and Entertainment,HD,32,4K UHD
2026-02-02,2026-02-02 10:51:36,television,238220,Sansui,16990,34640,Available,https://www.vijaysales.com/p/238220/sansui-108-cm-43-inch-fhd-led-smart-tv-hdr-screen-sharing-arc-coax-dolby-audio-jswg43csfhd,https://vsprod.vijaysales.com/media/catalog/product/7/1/71kgo5nrnrl._sl1500_.jpg,5,50.95,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,237494,Sony,61990,91900,Available,https://www.vijaysales.com/p/P237494/237494/sony-bravia-3-108-cm-43-inch-4k-ultra-hd-led-google-tv-hdr10-hlg-dolby-vision-dolby-atmos-built-in-mic-k-43s30,https://vsprod.vijaysales.com/media/catalog/product/2/3/237494_1.jpg,5,32.55,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,231120,Sony,72800,118900,Available,https://www.vijaysales.com/p/P237494/231120/sony-ultra-hd-4k-tv-55-inch-139-cm-with-dolby-atmos-and-bass-reflex-speaker-k55s30-black,https://vsprod.vijaysales.com/media/catalog/product/2/3/231120-image.jpg,5,38.77,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240940,LG,67990,110590,Available,https://www.vijaysales.com/p/240940/lg-139cm-55-inch-4k-qned-miniled-tv-webos-25-a8-ai-processor-4k-gen2-dolby-vision-filmmaker-mode-dolby-atmos-hgig-allm-ai-sound-freesync-amd-google-cast-55qned8xa6a-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240940_1_.jpg,5,38.52,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,244115,Sansui,24990,43190,Available,https://www.vijaysales.com/p/244115/sansui-4k-qled-series-109cm-43-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw43ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/244115_1_.jpg,4,42.14,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243041,Sansui,35990,58490,Available,https://www.vijaysales.com/p/243041/sansui-140cm-55-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw55ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243041_1_.jpg,5,38.47,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,242131,Sony,37490,54900,Available,https://www.vijaysales.com/p/P242131/242131/sony-bravia-2m2-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-allm-chromecast-built-in-k-43s22bm2,https://vsprod.vijaysales.com/media/catalog/product/2/4/242131_1.jpg,5,31.71,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239480,TCL,20990,41390,Available,https://www.vijaysales.com/p/P239250/239480/tcl-s5k-series-108-cm-43-inch-fhd-qled-google-tv-hdr-10-hlg-dolby-audio-google-cast-43s5k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239480_1.jpg,5,49.29,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,243038,Sansui,19990,35990,Available,https://www.vijaysales.com/p/243038/sansui-2k-series-109cm-43-inch-full-hd-smart-led-tv-hdr10-hlg-noise-reduction-dolby-audio-screen-sharing-surround-sound-google-assistant-jsw43fhg5,https://vsprod.vijaysales.com/media/catalog/product/2/4/243038_1_.jpg,5,44.46,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,238476,LG,15490,20990,Available,https://www.vijaysales.com/p/238476/lg-80-cm-32-inch-hd-ai-smart-webos-led-tv-hdr10-pro-a5-gen6-ai-processor-2-0-channel-ai-sound-32lr605b6lc,https://vsprod.vijaysales.com/media/catalog/product/2/3/238476_1_.jpg,5,26.2,Television and Entertainment,HD,32,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239483,TCL,40990,98990,Available,https://www.vijaysales.com/p/P239483/239483/tcl-p8k-series-139cm-55-inch-4k-ultra-hd-qled-google-tv-onkyo-2-1-hi-fi-system-dolby-vision-hdr10-hlg-dolby-atmos-55p8k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239483_1.jpg,4,58.59,Television and Entertainment,4K Ultra HD,55,8K
2026-02-02,2026-02-02 10:51:36,television,239484,TCL,49990,107990,Available,https://www.vijaysales.com/p/P239484/239484/tcl-c6k-series-139-cm-55-inch-4k-ultra-hd-led-google-tv-dolby-vision-iq-hdr-10-onkyo-2-1-hi-fi-system-dolby-atmos-55c6k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239484_1.jpg,5,53.71,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239879,LG,32899,48790,Available,https://www.vijaysales.com/p/239879/lg-108-cm-43-inch-4k-ultra-hd-ai-ua75-smart-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-intelligent-voice-recognition-dolby-atmos-43ua83506la,https://vsprod.vijaysales.com/media/catalog/product/2/3/239879_1.jpg,4,32.57,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,246496,Sansui,31990,54990,Unavailable,https://www.vijaysales.com/p/246496/sansui-140cm-55-inch-4k-ultra-hd-led-smart-google-tv-hdr10-hlg-memc-dolby-audio-screen-sharing-google-assistant-jsw55ug23,https://vsprod.vijaysales.com/media/catalog/product/2/4/246496_1_.jpg,4,41.83,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,245150,Sansui,11990,22490,Available,https://www.vijaysales.com/p/245150/sansui-80cm-32-inch-hd-qled-smart-google-tv-hdr10-hlg-noise-reduction-inbuilt-soundbar-google-assistant-screen-sharing-jss32gsqled,https://vsprod.vijaysales.com/media/catalog/product/j/s/jss32gsqled_1.jpg,4,46.69,Television and Entertainment,HD,32,QLED
2026-02-02,2026-02-02 10:51:36,television,243039,Sansui,23690,40490,Available,https://www.vijaysales.com/p/243039/sansui-109cm-43-inch-4k-ultra-hd-smart-led-google-tv-hdr10-hlg-memc-dolby-audio-screen-sharing-google-assistant-jsw43ug23,https://vsprod.vijaysales.com/media/catalog/product/j/s/jsw43ug23-1n.jpg,5,41.49,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240201,Sony,39290,54900,Available,https://www.vijaysales.com/p/240201/sony-bravia-2m2-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-4k-processor-x1-hdr10-hlg-dolbytm-atmos-chromecast-built-in-k-43s22m2,https://vsprod.vijaysales.com/media/catalog/product/2/4/240201_1.jpg,5,28.43,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240939,LG,102990,156690,Available,https://www.vijaysales.com/p/P240939/240939/lg-164cm-65-inch-4k-qned-miniled-tv-webos-25-a8-ai-processor-4k-gen2-dolby-vision-filmmaker-mode-dolby-atmos-hgig-allm-ai-sound-freesync-amd-google-cast-65qned8xa6a-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240938_1.jpg,5,34.27,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,246377,LG,39990,66290,Available,https://www.vijaysales.com/p/246377/lg-ua8200-series-139cm-55-inch-4k-ultra-hd-ai-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-ai-chatbot-google-cast-a7-ai-sound-pro-dolby-atmos-55ua82006la-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/246377_1_.jpg,5,39.67,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,245014,Xiaomi,28999,44999,Available,https://www.vijaysales.com/p/P245014/245014/xiaomi-x-pro-qled-series-108cm-43-inch-4k-ultra-hd-google-tv-dolby-vision-hdr-10-filmmaker-mode-xiaomi-sound-32gb-storage-google-cast-google-voice-assistant-l43mb-apin-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/245014_2_.jpg,4,35.56,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243040,Sansui,28990,51290,Unavailable,https://www.vijaysales.com/p/243040/sansui-4k-qled-series-127cm-50-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw50ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243040_1_.jpg,4,43.48,Television and Entertainment,4K Ultra HD,50,4K UHD
2026-02-02,2026-02-02 10:51:36,television,243616,TCL,13990,22990,Available,https://www.vijaysales.com/p/243616/tcl-80-cm-32-inches-full-hd-qled-smart-google-tv-with-hdr10-dolby-audio-chromecast-built-in-voice-remote-32v5c,https://vsprod.vijaysales.com/media/catalog/product/2/4/243616_9_.jpg,4,39.15,Television and Entertainment,4K Ultra HD,32,Full HD
2026-02-02,2026-02-02 10:51:36,television,243549,Sansui,46990,74690,Unavailable,https://www.vijaysales.com/p/243549/sansui-4k-qled-series-165cm-65-inch-4k-ultra-hd-qled-smart-google-tv-hdr10-hlg-dolby-vision-memc-dolby-atmos-screen-sharing-google-assistant-jsw65ug23q,https://vsprod.vijaysales.com/media/catalog/product/2/4/243549_1_.jpg,5,37.09,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240926,LG,46990,72790,Available,https://www.vijaysales.com/p/P240925/240926/lg-139cm-55-inch-4k-ultra-hd-ai-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-ai-chatbot-google-cast-a7-ai-sound-pro-dolby-atmos-55ua83506la-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240925_1_1.jpg,4,35.44,Television and Entertainment,4K Ultra HD,55,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239644,TCL,27990,49490,Available,https://www.vijaysales.com/p/239644/tcl-p7k-series-108-cm-43-inch-4k-ultra-hd-qled-google-tv-hdr10-dolby-vision-google-assistant-built-in-dolby-atmos-43p7k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239644_1.jpg,4,43.44,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240928,LG,35790,56190,Available,https://www.vijaysales.com/p/240928/lg-nanocell-ai-nano83-108cm-43-inch-4k-ultra-hd-smart-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-intelligent-voice-recognition-dolby-atmos-43nano83a6a-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240928_1.jpg,4,36.31,Television and Entertainment,4K Ultra HD,43,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240927,LG,67790,96790,Available,https://www.vijaysales.com/p/240927/lg-165-cm-65-inches-4k-ultra-hd-led-smart-tv-with-webos-hdr10-pro-dolby-audio-voice-remote-65ua83506la,https://vsprod.vijaysales.com/media/catalog/product/1/_/1_110.jpg,4,29.96,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,246966,Sansui,22990,42990,Available,https://www.vijaysales.com/p/246966/sansui-109cm-43-inch-fhd-qled-smart-google-tv-hdr10-hlg-noise-reduction-dolby-audio-screen-sharing-google-assistant-jsw43fhg5q,https://vsprod.vijaysales.com/media/catalog/product/2/4/246966_1_.jpg,4,46.52,Television and Entertainment,Full HD,43,Full HD
2026-02-02,2026-02-02 10:51:36,television,206980,Sansui,46990,71990,Available,https://www.vijaysales.com/p/P234913/206980/sansui-ultra-hd-4k-smart-qled-65-inch-165cm-jsw65gsqled-2022-model-edition,https://vsprod.vijaysales.com/media/catalog/product/2/0/206980_1.jpg,5,34.73,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,231161,Sony,91990,151900,Available,https://www.vijaysales.com/p/P237494/231161/sony-ultra-hd-4k-tv-65-inch-166-cm-with-dolby-vision-hdr-and-dolby-atmos-k65s30-black,https://vsprod.vijaysales.com/media/catalog/product/2/3/231161n_1_.jpg,4,39.44,Television and Entertainment,4K Ultra HD,65,4K UHD
2026-02-02,2026-02-02 10:51:36,television,240925,LG,40990,62690,Available,https://www.vijaysales.com/p/P240925/240925/lg-126cm-50-inch-4k-ultra-hd-ai-tv-webos-25-a7-ai-processor-4k-gen8-hdr10-hlg-allm-hgig-ai-chatbot-google-cast-a7-ai-sound-pro-dolby-atmos-50ua83506la-2025,https://vsprod.vijaysales.com/media/catalog/product/2/4/240925_1.jpg,5,34.61,Television and Entertainment,4K Ultra HD,50,4K UHD
2026-02-02,2026-02-02 10:51:36,television,239251,TCL,12490,20990,Available,https://www.vijaysales.com/p/239251/tcl-80cm-32-inch-hd-smart-google-qled-tv-google-cast-hdr-10-dolby-audio-32s4k,https://vsprod.vijaysales.com/media/catalog/product/2/3/239251_1_.jpg,4,40.5,Television and Entertainment,HD,32,4K UHD
